touch_x, touch_y, sensor_type, time_since_1970, x, y, z
-2,-2 , ACCEL, 1618580097.777 , 0.0509683995922528 , 0.07135575942915393 , 0.010193679918450561
-2,-2 , ACCEL, 1618580097.759 , 0.0509683995922528 , 0.06116207951070337 , 0
-2,-2 , ACCEL, 1618580097.743 , 0.040774719673802244 , 0.06116207951070337 , -0.030581039755351685
-2,-2 , ACCEL, 1618580097.726 , 0.010193679918450561 , 0.030581039755351685 , -0.0509683995922528
-2,-2 , ACCEL, 1618580097.71 , -0.010193679918450561 , 0 , -0.030581039755351685
-2,-2 , ACCEL, 1618580097.694 , -0.040774719673802244 , -0.040774719673802244 , -0.040774719673802244
-2,-2 , ACCEL, 1618580097.676 , -0.040774719673802244 , -0.040774719673802244 , -0.030581039755351685
-2,-2 , ACCEL, 1618580097.66 , -0.010193679918450561 , -0.010193679918450561 , 0
-2,-2 , ACCEL, 1618580097.643 , -0.010193679918450561 , -0.010193679918450561 , 0
-2,-2 , ACCEL, 1618580097.626 , -0.030581039755351685 , -0.030581039755351685 , 0
-2,-2 , ACCEL, 1618580097.609 , -0.030581039755351685 , -0.030581039755351685 , 0.010193679918450561
-2,-2 , ACCEL, 1618580097.593 , -0.020387359836901122 , -0.010193679918450561 , -0.020387359836901122
-2,-2 , ACCEL, 1618580097.576 , -0.0509683995922528 , -0.010193679918450561 , -0.1019367991845056
-2,-2 , ACCEL, 1618580097.56 , -0.020387359836901122 , 0.020387359836901122 , -0.14271151885830785
-2,-2 , ACCEL, 1618580097.543 , 0.030581039755351685 , 0.06116207951070337 , -0.07135575942915393
-2,-2 , ACCEL, 1618580097.527 , 0.0509683995922528 , 0.0509683995922528 , 0.0509683995922528
-2,-2 , ACCEL, 1618580097.509 , 0.0509683995922528 , 0.0509683995922528 , 0.0509683995922528
-2,-2 , ACCEL, 1618580097.493 , 0.08154943934760449 , 0.0509683995922528 , 0.19367991845056065
-2,-2 , ACCEL, 1618580097.476 , 0.06116207951070337 , 0.06116207951070337 , 0.2038735983690112
-2,-2 , ACCEL, 1618580097.459 , 0.030581039755351685 , 0.030581039755351685 , 0.040774719673802244
-0.453704,0.327193, ACCEL, 1618580097.443 , 0.020387359836901122 , 0.010193679918450561 , -0.11213047910295618
-0.453704,0.327193, ACCEL, 1618580097.426 , -0.020387359836901122 , -0.0509683995922528 , -0.13251783893985727
-0.453704,0.327193, ACCEL, 1618580097.409 , -0.12232415902140674 , -0.08154943934760449 , -0.030581039755351685
-0.453704,0.327193, ACCEL, 1618580097.393 , -0.08154943934760449 , 0 , 0.11213047910295618
-0.453704,0.327193, ACCEL, 1618580097.376 , -0.08154943934760449 , 0 , 0.11213047910295618
-0.453704,0.327193, ACCEL, 1618580097.36 , 0.08154943934760449 , -0.030581039755351685 , 0.3058103975535168
-0.453704,0.327193, ACCEL, 1618580097.352 , 0.11213047910295618 , 0.040774719673802244 , 0.16309887869520898
-2,-2 , ACCEL, 1618580097.327 , 0.07135575942915393 , 0.08154943934760449 , -0.1019367991845056
-2,-2 , ACCEL, 1618580097.309 , -0.010193679918450561 , 0.0509683995922528 , 0.020387359836901122
-2,-2 , ACCEL, 1618580097.293 , -0.020387359836901122 , 0.020387359836901122 , 0.08154943934760449
-2,-2 , ACCEL, 1618580097.277 , 0 , 0 , -0.030581039755351685
-2,-2 , ACCEL, 1618580097.259 , -0.0509683995922528 , 0.020387359836901122 , -0.18348623853211007
-2,-2 , ACCEL, 1618580097.243 , -0.0509683995922528 , 0.020387359836901122 , -0.18348623853211007
-2,-2 , ACCEL, 1618580097.227 , -0.040774719673802244 , -0.020387359836901122 , -0.14271151885830785
-2,-2 , ACCEL, 1618580097.21 , -0.030581039755351685 , -0.010193679918450561 , -0.08154943934760449
-2,-2 , ACCEL, 1618580097.194 , -0.040774719673802244 , 0.020387359836901122 , 0.020387359836901122
-2,-2 , ACCEL, 1618580097.176 , -0.040774719673802244 , -0.020387359836901122 , 0.11213047910295618
-2,-2 , ACCEL, 1618580097.159 , -0.040774719673802244 , -0.040774719673802244 , 0.11213047910295618
-0.148148,0.535088, ACCEL, 1618580097.143 , -0.020387359836901122 , 0.010193679918450561 , 0.020387359836901122
-0.148148,0.535088, ACCEL, 1618580097.126 , -0.020387359836901122 , 0.010193679918450561 , 0.020387359836901122
-0.148148,0.535088, ACCEL, 1618580097.109 , 0.030581039755351685 , 0.0509683995922528 , -0.11213047910295618
-0.148148,0.535088, ACCEL, 1618580097.093 , 0.020387359836901122 , 0.040774719673802244 , -0.14271151885830785
-0.148148,0.535088, ACCEL, 1618580097.076 , -0.040774719673802244 , -0.0509683995922528 , -0.09174311926605504
-0.148148,0.535088, ACCEL, 1618580097.06 , -0.07135575942915393 , -0.0509683995922528 , 0.0509683995922528
-0.148148,0.535088, ACCEL, 1618580097.043 , -0.0509683995922528 , -0.020387359836901122 , 0.31600407747196735
-0.148148,0.535088, ACCEL, 1618580097.026 , 0.09174311926605504 , -0.040774719673802244 , 0.4689092762487258
-0.148148,0.535088, ACCEL, 1618580097.016 , 0.09174311926605504 , -0.040774719673802244 , 0.4689092762487258
-2,-2 , ACCEL, 1618580096.976 , -0.010193679918450561 , 0.1019367991845056 , -0.2344546381243629
-2,-2 , ACCEL, 1618580096.959 , 0.06116207951070337 , 0.07135575942915393 , -0.19367991845056065
-2,-2 , ACCEL, 1618580096.943 , -0.020387359836901122 , 0.020387359836901122 , -0.12232415902140674
-2,-2 , ACCEL, 1618580096.926 , -0.020387359836901122 , 0.020387359836901122 , -0.0509683995922528
